row_index,school_name,n_category,n_grade
4003,Fairfield University,Location,B+
4004,Fairfield University,Dorms,B
4005,Fairfield University,Campus Food,B-
4006,Fairfield University,Student Life,A-
4007,Fairfield University,Safety,B
4008,Elms College,Academics,B
4009,Elms College,Value,A-
4010,Elms College,Diversity,A-
4011,Elms College,Campus,B
4012,Elms College,Athletics,B-
4013,Elms College,Party Scene,B-
4014,Elms College,Professors,C+
4015,Elms College,Location,A-
4016,Elms College,Dorms,B-
4017,Elms College,Campus Food,B
4018,Elms College,Student Life,B
4019,Elms College,Safety,A
4020,Elon University,Academics,A-
4021,Elon University,Value,A
4022,Elon University,Diversity,B+
4023,Elon University,Campus,A
4024,Elon University,Athletics,A-
4025,Elon University,Party Scene,B+
4026,Elon University,Professors,A-
4027,Elon University,Location,C
4028,Elon University,Dorms,A
4029,Elon University,Campus Food,B+
4030,Elon University,Student Life,B+
4031,Elon University,Safety,B
4032,Embry-Riddle Aeronautical University-Prescott,Academics,B+
4033,Embry-Riddle Aeronautical University-Prescott,Value,A
4034,Embry-Riddle Aeronautical University-Prescott,Diversity,A-
4035,Embry-Riddle Aeronautical University-Prescott,Campus,B-
4036,Embry-Riddle Aeronautical University-Prescott,Athletics,C+
4037,Embry-Riddle Aeronautical University-Prescott,Party Scene,C-
4038,Embry-Riddle Aeronautical University-Prescott,Professors,B+
4039,Embry-Riddle Aeronautical University-Prescott,Location,B-
4040,Embry-Riddle Aeronautical University-Prescott,Dorms,B
4041,Embry-Riddle Aeronautical University-Prescott,Campus Food,C+
4042,Embry-Riddle Aeronautical University-Prescott,Student Life,B
4043,Embry-Riddle Aeronautical University-Prescott,Safety,A
4044,Emerson College,Academics,A-
4045,Emerson College,Value,B+
4046,Emerson College,Diversity,A
4047,Emerson College,Campus,C+
4048,Emerson College,Athletics,C
4049,Emerson College,Party Scene,B+
4050,Emerson College,Professors,B
4051,Emerson College,Location,A+
4052,Emerson College,Dorms,B-
4053,Emerson College,Campus Food,C-
4054,Emerson College,Student Life,B+
4055,Emerson College,Safety,B-
4056,Emmaus Bible College,Academics,B+
4057,Emmaus Bible College,Value,B
4058,Emmaus Bible College,Diversity,A-
4059,Emmaus Bible College,Campus,B-
4060,Emmaus Bible College,Athletics,C-
4061,Emmaus Bible College,Party Scene,NG
4062,Emmaus Bible College,Professors,C
4063,Emmaus Bible College,Location,B-
4064,Emmaus Bible College,Dorms,NG
4065,Emmaus Bible College,Campus Food,NG
4066,Emmaus Bible College,Student Life,A-
4067,Emmaus Bible College,Safety,A+
4068,Emory University,Academics,A+
4069,Emory University,Value,A+
4070,Emory University,Diversity,A+
4071,Emory University,Campus,A
4072,Emory University,Athletics,B-
4073,Emory University,Party Scene,B+
4074,Emory University,Professors,A+
4075,Emory University,Location,A
4076,Emory University,Dorms,A
4077,Emory University,Campus Food,B
4078,Emory University,Student Life,A
4079,Emory University,Safety,B
4080,Ferrum College,Academics,C+
4081,Ferrum College,Value,B-
4082,Ferrum College,Diversity,A-
4083,Ferrum College,Campus,C
4084,Ferrum College,Athletics,B-
4085,Ferrum College,Party Scene,C+
4086,Ferrum College,Professors,B-
4087,Ferrum College,Location,D+
4088,Ferrum College,Dorms,C+
4089,Ferrum College,Campus Food,B-
4090,Ferrum College,Student Life,C-
4091,Ferrum College,Safety,B
4092,Finlandia University,Academics,C+
4093,Finlandia University,Value,C
4094,Finlandia University,Diversity,A
4095,Finlandia University,Campus,D-
4096,Finlandia University,Athletics,C+
4097,Finlandia University,Party Scene,B-
4098,Finlandia University,Professors,C+
4099,Finlandia University,Location,B-
4100,Finlandia University,Dorms,D+
4101,Finlandia University,Campus Food,C-
4102,Finlandia University,Student Life,C-
4103,Finlandia University,Safety,B-
4104,Fisher College,Academics,C
4105,Fisher College,Value,C
4106,Fisher College,Diversity,A
4107,Fisher College,Campus,C-
4108,Fisher College,Athletics,C+
4109,Fisher College,Party Scene,NG
4110,Fisher College,Professors,C+
4111,Fisher College,Location,A
4112,Fisher College,Dorms,C-
4113,Fisher College,Campus Food,C-
4114,Fisher College,Student Life,C+
4115,Fisher College,Safety,B+
4116,Fisk University,Academics,B-
4117,Fisk University,Value,B-
4118,Fisk University,Diversity,B
4119,Fisk University,Campus,D+
4120,Fisk University,Athletics,C
4121,Fisk University,Party Scene,B
4122,Fisk University,Professors,A-
4123,Fisk University,Location,B-
4124,Fisk University,Dorms,C
4125,Fisk University,Campus Food,C-
4126,Fisk University,Student Life,C
4127,Fisk University,Safety,C
4128,Fitchburg State University,Academics,C+
4129,Fitchburg State University,Value,B+
4130,Fitchburg State University,Diversity,A-
4131,Fitchburg State University,Campus,C-
4132,Fitchburg State University,Athletics,C+
4133,Fitchburg State University,Party Scene,B+
4134,Fitchburg State University,Professors,B-
4135,Fitchburg State University,Location,C-
4136,Fitchburg State University,Dorms,C
4137,Fitchburg State University,Campus Food,C
4138,Fitchburg State University,Student Life,C+
4139,Fitchburg State University,Safety,B-
4140,Five Towns College,Academics,B+
4141,Five Towns College,Value,A
4142,Five Towns College,Diversity,B-
4143,Five Towns College,Campus,B+
4144,Five Towns College,Athletics,NG
4145,Five Towns College,Party Scene,NG
4146,Five Towns College,Professors,B-
4147,Five Towns College,Location,A-
4148,Five Towns College,Dorms,A-
4149,Five Towns College,Campus Food,NG
4150,Five Towns College,Student Life,B+
4151,Five Towns College,Safety,A+
4152,Florida Atlantic University,Academics,B
4153,Florida Atlantic University,Value,B
4154,Florida Atlantic University,Diversity,A
4155,Florida Atlantic University,Campus,B
4156,Florida Atlantic University,Athletics,A-
4157,Florida Atlantic University,Party Scene,B
4158,Florida Atlantic University,Professors,B+
4159,Florida Atlantic University,Location,A-
4160,Florida Atlantic University,Dorms,B
4161,Florida Atlantic University,Campus Food,B+
4162,Florida Atlantic University,Student Life,B
4163,Florida Atlantic University,Safety,B
4164,Florida SouthWestern State College,Academics,C-
4165,Florida SouthWestern State College,Value,C+
4166,Florida SouthWestern State College,Diversity,B
4167,Florida SouthWestern State College,Campus,A-
4168,Florida SouthWestern State College,Athletics,C
4169,Florida SouthWestern State College,Party Scene,B-
4170,Florida SouthWestern State College,Professors,C-
4171,Florida SouthWestern State College,Location,A
4172,Florida SouthWestern State College,Dorms,NG
4173,Florida SouthWestern State College,Campus Food,A
4174,Florida SouthWestern State College,Student Life,B
4175,Florida SouthWestern State College,Safety,A
4176,Florida State College at Jacksonville,Academics,C
4177,Florida State College at Jacksonville,Value,B-
4178,Florida State College at Jacksonville,Diversity,A-
4179,Florida State College at Jacksonville,Campus,B+
4180,Florida State College at Jacksonville,Athletics,C
4181,Florida State College at Jacksonville,Party Scene,C
4182,Florida State College at Jacksonville,Professors,C+
4183,Florida State College at Jacksonville,Location,A-
4184,Florida State College at Jacksonville,Dorms,NG
4185,Florida State College at Jacksonville,Campus Food,NG
4186,Florida State College at Jacksonville,Student Life,B
4187,Florida State College at Jacksonville,Safety,B+
4188,Florida State University,Academics,A
4189,Florida State University,Value,A
4190,Florida State University,Diversity,A
4191,Florida State University,Campus,A
4192,Florida State University,Athletics,A+
4193,Florida State University,Party Scene,A+
4194,Florida State University,Professors,A
4195,Florida State University,Location,B
4196,Florida State University,Dorms,B
4197,Florida State University,Campus Food,A-
4198,Florida State University,Student Life,A+
4199,Florida State University,Safety,C+
4200,Fontbonne University,Academics,B-
4201,Fontbonne University,Value,B+
4202,Fontbonne University,Diversity,A-
4203,Fontbonne University,Campus,A-
4204,Fontbonne University,Athletics,C+
4205,Fontbonne University,Party Scene,B
4206,Fontbonne University,Professors,B-
4207,Fontbonne University,Location,A+
4208,Fontbonne University,Dorms,B+
4209,Fontbonne University,Campus Food,A-
4210,Fontbonne University,Student Life,A
4211,Fontbonne University,Safety,A+
4212,Foothill College,Academics,C+
4213,Foothill College,Value,B
4214,Foothill College,Diversity,A-
4215,Foothill College,Campus,A
4216,Foothill College,Athletics,C
4217,Foothill College,Party Scene,C
4218,Foothill College,Professors,C
4219,Foothill College,Location,B+
4220,Foothill College,Dorms,NG
4221,Foothill College,Campus Food,NG
4222,Foothill College,Student Life,B
4223,Foothill College,Safety,A
4224,Fordham University,Academics,A
4225,Fordham University,Value,A-
4226,Fordham University,Diversity,A
4227,Fordham University,Campus,C
4228,Fordham University,Athletics,B+
4229,Fordham University,Party Scene,A-
4230,Fordham University,Professors,A
4231,Fordham University,Location,A
4232,Fordham University,Dorms,C+
4233,Fordham University,Campus Food,D-
4234,Fordham University,Student Life,B+
4235,Fordham University,Safety,B
4236,Fort Hays State University,Academics,B
4237,Fort Hays State University,Value,B
4238,Fort Hays State University,Diversity,A-
4239,Fort Hays State University,Campus,B
4240,Fort Hays State University,Athletics,B
4241,Fort Hays State University,Party Scene,A
4242,Fort Hays State University,Professors,B
4243,Fort Hays State University,Location,B
4244,Fort Hays State University,Dorms,B-
4245,Fort Hays State University,Campus Food,B-
4246,Fort Hays State University,Student Life,B+
4247,Fort Hays State University,Safety,B-
4248,Fort Lewis College,Academics,B-
4249,Fort Lewis College,Value,C+
4250,Fort Lewis College,Diversity,A
4251,Fort Lewis College,Campus,C+
4252,Fort Lewis College,Athletics,B+
4253,Fort Lewis College,Party Scene,B
4254,Fort Lewis College,Professors,B+
4255,Fort Lewis College,Location,B+
4256,Fort Lewis College,Dorms,C+
4257,Fort Lewis College,Campus Food,C-
4258,Fort Lewis College,Student Life,B
4259,Fort Lewis College,Safety,B-
4260,Fort Valley State University,Academics,B-
4261,Fort Valley State University,Value,C+
4262,Fort Valley State University,Diversity,B-
4263,Fort Valley State University,Campus,C+
4264,Fort Valley State University,Athletics,B-
4265,Fort Valley State University,Party Scene,A-
4266,Fort Valley State University,Professors,B+
4267,Fort Valley State University,Location,C-
4268,Fort Valley State University,Dorms,B+
4269,Fort Valley State University,Campus Food,B
4270,Fort Valley State University,Student Life,C
4271,Fort Valley State University,Safety,B-
4272,Framingham State University,Academics,B-
4273,Framingham State University,Value,B+
4274,Framingham State University,Diversity,B+
4275,Framingham State University,Campus,C
4276,Framingham State University,Athletics,C+
4277,Framingham State University,Party Scene,C
4278,Framingham State University,Professors,C+
4279,Framingham State University,Location,C+
4280,Framingham State University,Dorms,B-
4281,Framingham State University,Campus Food,B-
4282,Framingham State University,Student Life,C-
4283,Framingham State University,Safety,B+
4284,Fairmont State University,Academics,B
4285,Fairmont State University,Value,C+
4286,Fairmont State University,Diversity,B+
4287,Fairmont State University,Campus,B+
4288,Fairmont State University,Athletics,B
4289,Fairmont State University,Party Scene,B
4290,Fairmont State University,Professors,B-
4291,Fairmont State University,Location,C
4292,Fairmont State University,Dorms,B+
4293,Fairmont State University,Campus Food,B+
4294,Fairmont State University,Student Life,B
4295,Fairmont State University,Safety,C+
4296,Faith Baptist Bible College and Theological Seminary,Academics,B
4297,Faith Baptist Bible College and Theological Seminary,Value,B+
4298,Faith Baptist Bible College and Theological Seminary,Diversity,B-
4299,Faith Baptist Bible College and Theological Seminary,Campus,NG
4300,Faith Baptist Bible College and Theological Seminary,Athletics,C-
4301,Faith Baptist Bible College and Theological Seminary,Party Scene,NG
4302,Faith Baptist Bible College and Theological Seminary,Professors,C-
4303,Faith Baptist Bible College and Theological Seminary,Location,B-
4304,Faith Baptist Bible College and Theological Seminary,Dorms,A
4305,Faith Baptist Bible College and Theological Seminary,Campus Food,NG
4306,Faith Baptist Bible College and Theological Seminary,Student Life,B
4307,Faith Baptist Bible College and Theological Seminary,Safety,A+
4308,Fashion Institute of Technology,Academics,B+
4309,Fashion Institute of Technology,Value,A
4310,Fashion Institute of Technology,Diversity,A+
4311,Fashion Institute of Technology,Campus,C
4312,Fashion Institute of Technology,Athletics,D-
4313,Fashion Institute of Technology,Party Scene,A-
4314,Fashion Institute of Technology,Professors,C
4315,Fashion Institute of Technology,Location,A+
4316,Fashion Institute of Technology,Dorms,C+
4317,Fashion Institute of Technology,Campus Food,C
4318,Fashion Institute of Technology,Student Life,B+
4319,Fashion Institute of Technology,Safety,A
4320,Faulkner University,Academics,B-
4321,Faulkner University,Value,C+
4322,Faulkner University,Diversity,A
4323,Faulkner University,Campus,NG
4324,Faulkner University,Athletics,D-
4325,Faulkner University,Party Scene,NG
4326,Faulkner University,Professors,C-
4327,Faulkner University,Location,C+
4328,Faulkner University,Dorms,NG
4329,Faulkner University,Campus Food,NG
4330,Faulkner University,Student Life,B-
4331,Faulkner University,Safety,A
4332,Fayetteville State University,Academics,B
4333,Fayetteville State University,Value,C+
4334,Fayetteville State University,Diversity,B+
4335,Fayetteville State University,Campus,C+
4336,Fayetteville State University,Athletics,B-
4337,Fayetteville State University,Party Scene,B
4338,Fayetteville State University,Professors,A
4339,Fayetteville State University,Location,B-
4340,Fayetteville State University,Dorms,C-
4341,Fayetteville State University,Campus Food,B+
4342,Fayetteville State University,Student Life,B-
