row_index,school_name,usn_category,usn_rank
597,"California State University, Bakersfield",Top Performers on Social Mobility,31
598,"California State University, Bakersfield",Top Public Schools,24
599,"California State University, Bakersfield",Best Undergraduate Engineering Programs Computer,91
600,California State University Channel Islands,Regional Universities West,43
601,California State University Channel Islands,Top Performers on Social Mobility,21
602,California State University Channel Islands,Top Public Schools,20
603,"California State University, Chico",Regional Universities West,26
604,"California State University, Chico",Best Colleges for Veterans,16
605,"California State University, Chico",Best Undergraduate Teaching,22
606,"California State University, Chico",Top Performers on Social Mobility,41
607,"California State University, Chico",Top Public Schools,9
608,"California State University, Chico",Best Undergraduate Engineering Programs Civil Computer Electrical / Electronic / Communications Mechanical,91
609,"California State University, Dominguez Hills ",Regional Universities West,58
610,"California State University, Dominguez Hills ",Best Colleges for Veterans,34
611,"California State University, Dominguez Hills ",Best Undergraduate Teaching,10
612,"California State University, Dominguez Hills ",Best Value Schools,44
613,"California State University, Dominguez Hills ",Top Performers on Social Mobility,17
614,"California State University, Dominguez Hills ",Top Public Schools,26
615,"California State University, East Bay",Regional Universities West,80
616,"California State University, East Bay",Top Performers on Social Mobility,28
617,"California State University, East Bay",Top Public Schools,39
618,"California State University, East Bay",Best Undergraduate Engineering Programs,123
619,"California State University, Fresno",National Universities,196
620,"California State University, Fresno",Top Performers on Social Mobility,26
621,"California State University, Fresno",Top Public Schools,100
622,"California State University, Fresno",Best Undergraduate Engineering Programs Computer Electrical / Electronic / Communications Mechanical,60
623,"California State University, Fullerton",Regional Universities West,16
624,"California State University, Fullerton",Best Undergraduate Teaching,3
625,"California State University, Fullerton",Best Value Schools,40
626,"California State University, Fullerton",Most Innovative Schools,5
627,"California State University, Fullerton",Top Performers on Social Mobility,9
628,"California State University, Fullerton",Top Public Schools,4
629,"California State University, Fullerton",Best Undergraduate Engineering Programs #7 Civil #3 Computer #12 Electrical / Electronic / Communications Mechanical,33
630,"California State University, Fullerton",Civil,7
631,"California State University, Fullerton",Computer,3
632,"California State University, Fullerton",Electrical / Electronic / Communications,12
633,"California State University, Long Beach",Regional Universities West,14
634,"California State University, Long Beach",Best Undergraduate Teaching,10
635,"California State University, Long Beach",Most Innovative Schools,8
636,"California State University, Long Beach",Top Performers on Social Mobility,2
637,"California State University, Long Beach",Top Public Schools,3
638,"California State University, Long Beach",Best Undergraduate Engineering Programs,161
639,"California State University, Los Angeles",Regional Universities West,26
640,"California State University, Los Angeles",Best Undergraduate Teaching,16
641,"California State University, Los Angeles",Best Value Schools,11
642,"California State University, Los Angeles",Top Performers on Social Mobility,13
643,"California State University, Los Angeles",Top Public Schools,9
644,"California State University, Los Angeles",Best Undergraduate Engineering Programs #9 Civil #9 Computer Electrical / Electronic / Communications Mechanical,23
645,"California State University, Los Angeles",Civil,9
646,"California State University, Los Angeles",Computer,9
647,California State University Maritime Academy,Regional Colleges West,2
648,California State University Maritime Academy,Top Performers on Social Mobility,24
649,California State University Maritime Academy,Top Public Schools,1
650,California State University Maritime Academy,Best Undergraduate Engineering Programs,46
651,"California State University, Monterey Bay",Regional Universities West,25
652,"California State University, Monterey Bay",Best Undergraduate Teaching,17
653,"California State University, Monterey Bay",Top Performers on Social Mobility,5
654,"California State University, Monterey Bay",Top Public Schools,8
655,"California State University, Northridge ",Regional Universities West,40
656,"California State University, Northridge ",Best Undergraduate Teaching,10
657,"California State University, Northridge ",Top Performers on Social Mobility,21
658,"California State University, Northridge ",Top Public Schools,18
659,"California State University, Northridge ",Best Undergraduate Engineering Programs #11 Civil #10 Computer Electrical / Electronic / Communications Mechanical,33
660,"California State University, Northridge ",Civil,11
661,"California State University, Northridge ",Computer,10
662,"California State University, Sacramento",Regional Universities West,43
663,"California State University, Sacramento",Best Colleges for Veterans,24
664,"California State University, Sacramento",Top Performers on Social Mobility,19
665,"California State University, Sacramento",Top Public Schools,20
666,"California State University, Sacramento",Best Undergraduate Engineering Programs #11 Civil Computer Electrical / Electronic / Communications Mechanical,46
667,"California State University, Sacramento",Civil,11
668,"California State University, San Bernardino",Regional Universities West,40
669,"California State University, San Bernardino",Best Value Schools,21
670,"California State University, San Bernardino",Top Performers on Social Mobility,11
671,"California State University, San Bernardino",Top Public Schools,18
672,"California State University, San Bernardino",Best Undergraduate Engineering Programs,91
673,"California State University, San Marcos",Regional Universities West,60
674,"California State University, San Marcos",Best Undergraduate Teaching,22
675,"California State University, San Marcos",Top Performers on Social Mobility,13
676,"California State University, San Marcos",Top Public Schools,28
677,"California State University, Stanislaus",Regional Universities West,29
678,"California State University, Stanislaus",Best Colleges for Veterans,18
679,"California State University, Stanislaus",Best Value Schools,39
680,"California State University, Stanislaus",Top Performers on Social Mobility,7
681,"California State University, Stanislaus",Top Public Schools,11
682,Cardinal Stritch University,Top Performers on Social Mobility,251
683,Caribbean University,Top Performers on Social Mobility,112
684,Carlow University,Regional Universities North,71
685,Carlow University,Top Performers on Social Mobility,26
686,Carnegie Mellon University ,National Universities,26
687,Carnegie Mellon University ,Best Colleges for Veterans,10
688,Carnegie Mellon University ,Best Undergraduate Teaching,18
689,Carnegie Mellon University ,Best Value Schools,30
690,Carnegie Mellon University ,Most Innovative Schools,8
691,Carnegie Mellon University ,Top Performers on Social Mobility,303
692,Carnegie Mellon University ,Business Programs Accounting #2 Analytics Entrepreneurship #7 Finance Management #1 Management Information Systems Marketing #2 Production / Operation Management #2 Quantitative Analysis #9 Supply Chain Management / Logistics,7
693,Carnegie Mellon University ,Analytics,2
694,Carnegie Mellon University ,Finance,7
695,Carnegie Mellon University ,Management Information Systems,1
696,Carnegie Mellon University ,Production / Operation Management,2
697,Carnegie Mellon University ,Quantitative Analysis,2
698,Carnegie Mellon University ,Supply Chain Management / Logistics,9
699,Carnegie Mellon University ,Best Undergraduate Engineering Programs Biomedical Chemical #11 Civil #1 Computer #6 Electrical / Electronic / Communications #8 Environmental / Environmental Health #9 Materials #9 Mechanical,6
700,Carnegie Mellon University ,Civil,11
701,Carnegie Mellon University ,Computer,1
702,Carnegie Mellon University ,Electrical / Electronic / Communications,6
703,Carnegie Mellon University ,Environmental / Environmental Health,8
704,Carnegie Mellon University ,Materials,9
705,Carnegie Mellon University ,Mechanical,9
706,Carnegie Mellon University ,Computer Science #1 Artificial Intelligence #2 Biocomputing/Bioinformatics/Biotechnology #3 Computer Systems #1 Cybersecurity #3 Data Analytics/Science #1 Mobile/Web Applications #2 Programming Languages #1 Software Engineering #3 Theory,2
707,Carnegie Mellon University ,Artificial Intelligence,1
708,Carnegie Mellon University ,Biocomputing/Bioinformatics/Biotechnology,2
709,Carnegie Mellon University ,Computer Systems,3
710,Carnegie Mellon University ,Cybersecurity,1
711,Carnegie Mellon University ,Data Analytics/Science,3
712,Carnegie Mellon University ,Mobile/Web Applications,1
713,Carnegie Mellon University ,Programming Languages,2
714,Carnegie Mellon University ,Software Engineering,1
715,Carnegie Mellon University ,Theory,3
716,Carnegie Mellon University ,First-Year Experiences,33
717,Carnegie Mellon University ,Senior Capstone,12
718,Carnegie Mellon University ,Co-ops/Internships,11
719,Carnegie Mellon University ,Undergraduate Research/Creative Projects,4
720,Carthage College,Regional Colleges Midwest,12
721,Carthage College,Best Colleges for Veterans,1
722,Carthage College,Best Value Schools,19
723,Carthage College,Top Performers on Social Mobility,59
724,Carroll College ,Regional Colleges West,1
725,Carroll College ,Best Colleges for Veterans,1
726,Carroll College ,Best Undergraduate Teaching,1
727,Carroll College ,Best Value Schools,3
